MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
"","","","","","",925219,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,925219,925219,"2""x50' Deck Joist Tape - Protecto Wrap",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Palmer Donavin Mfg Company (PALDO),Palmer Donavin Mfg Company,Palmer Donavin Mfg Company,"",925219,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Palmer Donavin Mfg Company, Cut-Off Disc, 925219, 2 in x 50 in",MFR 2X50 MTL COD,Palmer Donavin Mfg Company 925219 2 in x 50 in Cut-Off Disc,"Palmer Donavin Mfg Company Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",Palmer Donavin Mfg Company 925219 2 in x 50 in Cut-Off Disc,"Engineered for industrial professionals, the Palmer Donavin Mfg Company Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Width,2,in,Length,50,in,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",27233,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,27233,27233,24x48 WH Attic Access Door,AJM,-- No Unilog Brand --,-- No DIB Brand --,A J Manufacturing Inc (AJMAN),A J Manufacturing Inc,AJM,"",27233,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"A J Manufacturing Inc, Cut-Off Disc, 27233, 24 in x 48 in, Industrial Duty",MFR 24X48 MTL COD,AJM 27233 24 in x 48 in Cut-Off Disc,"AJM Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",AJM 27233 24 in x 48 in Cut-Off Disc,"Engineered for industrial professionals, the AJM Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Width,24,in,Length,48,in,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",1517602,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,1517602,1517602,6068R Gliding Patio Dr 4500 United Blk Ext/WH Int LowE Arg w/J,United Window & Door,-- No Unilog Brand --,-- No DIB Brand --,United Window & Door Manufacturing (UNIWI),United Window & Door Manufacturing,United Window & Door,"",1517602,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"United Window & Door Manufacturing, Cut-Off Disc, 1517602, Industrial Duty",MFR MTL COD,United Window & Door 1517602 Cut-Off Disc,"United Window & Door Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",United Window & Door 1517602 Cut-Off Disc,"Engineered for industrial professionals, the United Window & Door Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",1517603,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,1517603,1517603,6068L Gliding Patio Dr 4500 United Blk Ext/WH Int LowE Arg w/J,United Window & Door,-- No Unilog Brand --,-- No DIB Brand --,United Window & Door Manufacturing (UNIWI),United Window & Door Manufacturing,United Window & Door,"",1517603,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"United Window & Door Manufacturing, Cut-Off Disc, 1517603, Industrial Duty",MFR MTL COD,United Window & Door 1517603 Cut-Off Disc,"United Window & Door Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",United Window & Door 1517603 Cut-Off Disc,"Engineered for industrial professionals, the United Window & Door Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",1517604,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,1517604,1517604,6068L Gliding Patio Dr 4500 United White LowE Arg w/J,United Window & Door,-- No Unilog Brand --,-- No DIB Brand --,United Window & Door Manufacturing (UNIWI),United Window & Door Manufacturing,United Window & Door,"",1517604,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"United Window & Door Manufacturing, Cut-Off Disc, 1517604, Industrial Duty",MFR MTL COD,United Window & Door 1517604 Cut-Off Disc,"United Window & Door Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",United Window & Door 1517604 Cut-Off Disc,"Engineered for industrial professionals, the United Window & Door Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",1517605,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,1517605,1517605,6068R Gliding Patio Dr 4500 United White LowE Arg w/J,United Window & Door,-- No Unilog Brand --,-- No DIB Brand --,United Window & Door Manufacturing (UNIWI),United Window & Door Manufacturing,United Window & Door,"",1517605,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"United Window & Door Manufacturing, Cut-Off Disc, 1517605, Industrial Duty",MFR MTL COD,United Window & Door 1517605 Cut-Off Disc,"United Window & Door Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",United Window & Door 1517605 Cut-Off Disc,"Engineered for industrial professionals, the United Window & Door Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",FS C01 2004S,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,FS C01 2004S,FS C01 2004S,"FS C01 Velux Fxd Skylt Gry/Wh - w/Solar Shade RO 21""x26-7/8""",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Velux America Inc (VELAM),Velux America Inc,Velux America Inc,"",FS C01 2004S,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Velux America Inc, Cut-Off Disc, FS C01 2004S, 21 in x 26-7/8 in",MFR 21X26-7/8 MTL COD,Velux America Inc FS C01 2004S 21 in x 26-7/8 in Cut-Off Disc,"Velux America Inc Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",Velux America Inc FS C01 2004S 21 in x 26-7/8 in Cut-Off Disc,"Engineered for industrial professionals, the Velux America Inc Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Width,21,in,Length,26-7/8,in,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",FS C04 2004S,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,FS C04 2004S,FS C04 2004S,"FS C04 Velux Fxd Skylt Gry/Wh - w/Solar Shade RO 21""x37-7/8""",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Velux America Inc (VELAM),Velux America Inc,Velux America Inc,"",FS C04 2004S,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Velux America Inc, Cut-Off Disc, FS C04 2004S, 21 in x 37-7/8 in",MFR 21X37-7/8 MTL COD,Velux America Inc FS C04 2004S 21 in x 37-7/8 in Cut-Off Disc,"Velux America Inc Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",Velux America Inc FS C04 2004S 21 in x 37-7/8 in Cut-Off Disc,"Engineered for industrial professionals, the Velux America Inc Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Width,21,in,Length,37-7/8,in,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",FS C06 2004S,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,FS C06 2004S,FS C06 2004S,"FS C06 Velux Fxd Skylt Gry/Wh - w/Solar Shade RO 21""x45-7/8""",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Velux America Inc (VELAM),Velux America Inc,Velux America Inc,"",FS C06 2004S,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Velux America Inc, Cut-Off Disc, FS C06 2004S, 21 in x 45-7/8 in",MFR 21X45-7/8 MTL COD,Velux America Inc FS C06 2004S 21 in x 45-7/8 in Cut-Off Disc,"Velux America Inc Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",Velux America Inc FS C06 2004S 21 in x 45-7/8 in Cut-Off Disc,"Engineered for industrial professionals, the Velux America Inc Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Width,21,in,Length,45-7/8,in,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",1501831,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,1501831,1501831,31.5x14.75 Bsmt ecoLitePlus WH - Hopper DLA w/Screen,PROVIA,-- No Unilog Brand --,-- No DIB Brand --,ProVia (PRODO),ProVia,PROVIA,"",1501831,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"ProVia, Cut-Off Disc, 1501831, 31.5 in x 14.75 in, Industrial Duty",MFR 31.5X14.75 MTL COD,PROVIA 1501831 31.5 in x 14.75 in Cut-Off Disc,"PROVIA Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",PROVIA 1501831 31.5 in x 14.75 in Cut-Off Disc,"Engineered for industrial professionals, the PROVIA Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Width,31.5,in,Length,14.75,in,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",1501832,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,1501832,1501832,31.5x22.75 Bsmt ecoLitePlus WH - Hopper DLA w/Screen,PROVIA,-- No Unilog Brand --,-- No DIB Brand --,ProVia (PRODO),ProVia,PROVIA,"",1501832,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"ProVia, Cut-Off Disc, 1501832, 31.5 in x 22.75 in, Industrial Duty",MFR 31.5X22.75 MTL COD,PROVIA 1501832 31.5 in x 22.75 in Cut-Off Disc,"PROVIA Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",PROVIA 1501832 31.5 in x 22.75 in Cut-Off Disc,"Engineered for industrial professionals, the PROVIA Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Width,31.5,in,Length,22.75,in,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",1515974,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,1515974,1515974,3030 Slider 3900 United Black WH Int LowE-2 w/Half Scrn w/J,United Window & Door,-- No Unilog Brand --,-- No DIB Brand --,-,-,United Window & Door,"",1515974,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"-, Cut-Off Disc, 1515974, Industrial Tooling Spec           ",MFR MTL COD,United Window & Door 1515974 Cut-Off Disc,"United Window & Door Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",United Window & Door 1515974 Cut-Off Disc,"Engineered for industrial professionals, the United Window & Door Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",640383,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,640383,640383,"1/2"" 54""x10 Drywall Easi-Lite",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Certainteed Gypsum (2765),Certainteed Gypsum,Certainteed Gypsum,"",640383,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Certainteed Gypsum, Cut-Off Disc, 640383, 54 in x 10 in, Industrial Duty",MFR 54X10 MTL COD,Certainteed Gypsum 640383 54 in x 10 in Cut-Off Disc,"Certainteed Gypsum Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",Certainteed Gypsum 640383 54 in x 10 in Cut-Off Disc,"Engineered for industrial professionals, the Certainteed Gypsum Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Width,54,in,Length,10,in,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",653258,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,653258,653258,"5/8"" 4x9 Drywall Firelite",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Certainteed Gypsum (2765),Certainteed Gypsum,Certainteed Gypsum,"",653258,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Certainteed Gypsum, Cut-Off Disc, 653258, 4 in x 9 in, Industrial Duty",MFR 4X9 MTL COD,Certainteed Gypsum 653258 4 in x 9 in Cut-Off Disc,"Certainteed Gypsum Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",Certainteed Gypsum 653258 4 in x 9 in Cut-Off Disc,"Engineered for industrial professionals, the Certainteed Gypsum Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Width,4,in,Length,9,in,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",413S-DBA-36,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,413S-DBA-36,413S-DBA-36,"413S 36"" Alum Threshold DBZ",HAGER,-- No Unilog Brand --,-- No DIB Brand --,Hager Hinge Co (4189),Hager Hinge Co,HAGER,"",413S-DBA-36,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Hager Hinge Co, Cut-Off Disc, 413S-DBA-36, 36 in, Industrial Duty",MFR 36IN MTL COD,HAGER 413S-DBA-36 36 in Cut-Off Disc,"HAGER Cut-Off Disc, 36 in Dia, Aluminum Oxide Construction, Designed for Metal Cutting.",HAGER 413S-DBA-36 36 in Cut-Off Disc,"Engineered for industrial professionals, the HAGER Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Diameter,36,in,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
